"taxon","location_description","study_collection_area","geo_datum","gps_obfuscation_info","species_id_method","study_design","sampling_strategy","sampling_method","sampling_protocol","measurement_unit","value_transform","sample_start_date","sample_start_time","sample_end_date","sample_end_time","sample_value","sample_sex","sample_stage","sample_location","sample_collection_area","sample_lat_dd","sample_long_dd","sample_environment","additional_location_info","additional_sample_info","sample_name"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"542","female","adult","Highland Shores",,"27.516317","-82.537735",,,,"2012-05-07_B4HS_G1"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"24","female","adult","Carrs",,"27.554018","-82.545481",,,,"2012-05-07_B4J_G1J"
"Coquillettidia perturbans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"2","female","adult","Carrs",,"27.554018","-82.545481",,,,"2012-05-07_B4J_G1J"
"Anopheles quadrimaculatus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Carrs",,"27.554018","-82.545481",,,,"2012-05-07_B4J_G1J"
"Aedes aegypti","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"5","female","adult","Carrs",,"27.554018","-82.545481",,,,"2012-05-07_B4J_G1J"
"Aedes infirmatus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Carrs",,"27.554018","-82.545481",,,,"2012-05-07_B4J_G1J"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"7","female","adult","Orbans",,"27.50312","-82.65739",,,,"2012-05-07_C1_C1"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"122","female","adult","Orbans",,"27.50312","-82.65739",,,,"2012-05-07_C1_C1"
"Anopheles crucians","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"11","female","adult","Orbans",,"27.50312","-82.65739",,,,"2012-05-07_C1_C1"
"Culex erraticus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Orbans",,"27.50312","-82.65739",,,,"2012-05-07_C1_C1"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"22","female","adult","St Stephens",,"27.499288","-82.600544",,,,"2012-05-07_D1ST_D1ST"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Fulwood",,"27.475085","-82.551283",,,,"2012-05-07_D2F_D4F"
"Coquillettidia perturbans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Fulwood",,"27.475085","-82.551283",,,,"2012-05-07_D2F_D4F"
"Aedes aegypti","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"47","female","adult","Fulwood",,"27.475085","-82.551283",,,,"2012-05-07_D2F_D4F"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"83","female","adult","Magnolia Manor",,"27.481256","-82.48042",,,,"2012-05-07_F1M_F2M"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"35","female","adult","Magnolia Manor",,"27.481256","-82.48042",,,,"2012-05-07_F1M_F2M"
"Coquillettidia perturbans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Magnolia Manor",,"27.481256","-82.48042",,,,"2012-05-07_F1M_F2M"
"Culex erraticus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"6","female","adult","Magnolia Manor",,"27.481256","-82.48042",,,,"2012-05-07_F1M_F2M"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"2","female","adult","Upper Manatee",,"27.51261","-82.4319",,,,"2012-05-07_F3U_F3U"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"13","female","adult","Upper Manatee",,"27.51261","-82.4319",,,,"2012-05-07_F3U_F3U"
"Psorophora columbiae","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"2","female","adult","Upper Manatee",,"27.51261","-82.4319",,,,"2012-05-07_F3U_F3U"
"Mansonia titillans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"4","female","adult","Upper Manatee",,"27.51261","-82.4319",,,,"2012-05-07_F3U_F3U"
"Anopheles crucians","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Upper Manatee",,"27.51261","-82.4319",,,,"2012-05-07_F3U_F3U"
"Culex erraticus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"3","female","adult","Upper Manatee",,"27.51261","-82.4319",,,,"2012-05-07_F3U_F3U"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Colonial Baptist Church",,"27.475697","-82.613417",,,,"2012-05-07_D1BP_C3BP"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"4","female","adult","Colonial Baptist Church",,"27.475697","-82.613417",,,,"2012-05-07_D1BP_C3BP"
"Culex erraticus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Colonial Baptist Church",,"27.475697","-82.613417",,,,"2012-05-07_D1BP_C3BP"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Lloyd Park",,"27.489937","-82.533814",,,,"2012-05-07_D2BP1_F1BP"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"64","female","adult","Lloyd Park",,"27.489937","-82.533814",,,,"2012-05-07_D2BP1_F1BP"
"Coquillettidia perturbans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Lloyd Park",,"27.489937","-82.533814",,,,"2012-05-07_D2BP1_F1BP"
"Aedes infirmatus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Lloyd Park",,"27.489937","-82.533814",,,,"2012-05-07_D2BP1_F1BP"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"17","female","adult","Braden River Park",,"27.44893","-82.498664",,,,"2012-05-07_D2BP2_F2BP"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"32","female","adult","Braden River Park",,"27.44893","-82.498664",,,,"2012-05-07_D2BP2_F2BP"
"Mansonia titillans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"2","female","adult","Braden River Park",,"27.44893","-82.498664",,,,"2012-05-07_D2BP2_F2BP"
"Coquillettidia perturbans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"2","female","adult","Braden River Park",,"27.44893","-82.498664",,,,"2012-05-07_D2BP2_F2BP"
"Anopheles crucians","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"2","female","adult","Braden River Park",,"27.44893","-82.498664",,,,"2012-05-07_D2BP2_F2BP"
"Anopheles quadrimaculatus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Braden River Park",,"27.44893","-82.498664",,,,"2012-05-07_D2BP2_F2BP"
"Aedes aegypti","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"2","female","adult","Braden River Park",,"27.44893","-82.498664",,,,"2012-05-07_D2BP2_F2BP"
"Culex erraticus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"10","female","adult","Braden River Park",,"27.44893","-82.498664",,,,"2012-05-07_D2BP2_F2BP"
"Culex coronator","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"1","female","adult","Braden River Park",,"27.44893","-82.498664",,,,"2012-05-07_D2BP2_F2BP"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"22","female","adult","Buffalo Creek Ball Park",,"27.578355","-82.483695",,,,"2012-05-07_G1BP_G4BP"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"11","female","adult","Buffalo Creek Ball Park",,"27.578355","-82.483695",,,,"2012-05-07_G1BP_G4BP"
"Coquillettidia perturbans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"10","female","adult","Buffalo Creek Ball Park",,"27.578355","-82.483695",,,,"2012-05-07_G1BP_G4BP"
"Anopheles crucians","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"79","female","adult","Buffalo Creek Ball Park",,"27.578355","-82.483695",,,,"2012-05-07_G1BP_G4BP"
"Aedes vexans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"2","female","adult","Buffalo Creek Ball Park",,"27.578355","-82.483695",,,,"2012-05-07_G1BP_G4BP"
"Aedes infirmatus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"5","female","adult","Buffalo Creek Ball Park",,"27.578355","-82.483695",,,,"2012-05-07_G1BP_G4BP"
"Culex erraticus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-07",,"2012-05-08",,"73","female","adult","Buffalo Creek Ball Park",,"27.578355","-82.483695",,,,"2012-05-07_G1BP_G4BP"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"3","female","adult","St Stephens",,"27.499288","-82.600544",,,,"2012-05-15_D1ST_D1ST"
"Aedes aegypti","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"7","female","adult","St Stephens",,"27.499288","-82.600544",,,,"2012-05-15_D1ST_D1ST"
"Anopheles crucians","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"1","female","adult","Fulwood",,"27.475085","-82.551283",,,,"2012-05-15_D2F_D4F"
"Aedes aegypti","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"11","female","adult","Fulwood",,"27.475085","-82.551283",,,,"2012-05-15_D2F_D4F"
"Culex quinquefasciatus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"1","female","adult","Fulwood",,"27.475085","-82.551283",,,,"2012-05-15_D2F_D4F"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"2","female","adult","Mullins",,"27.439449","-82.548928",,,,"2012-05-15_D3_D8"
"Mansonia titillans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"7","female","adult","Mullins",,"27.439449","-82.548928",,,,"2012-05-15_D3_D8"
"Anopheles crucians","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"1","female","adult","Mullins",,"27.439449","-82.548928",,,,"2012-05-15_D3_D8"
"Culex erraticus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"4","female","adult","Mullins",,"27.439449","-82.548928",,,,"2012-05-15_D3_D8"
"Culex pilosus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"3","female","adult","Mullins",,"27.439449","-82.548928",,,,"2012-05-15_D3_D8"
"Culex coronator","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"5","female","adult","Mullins",,"27.439449","-82.548928",,,,"2012-05-15_D3_D8"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"10","female","adult","Buffalo Creek Ball Park",,"27.578355","-82.483695",,,,"2012-05-15_G1BP_G4BP"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"106","female","adult","Buffalo Creek Ball Park",,"27.578355","-82.483695",,,,"2012-05-15_G1BP_G4BP"
"Coquillettidia perturbans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"2","female","adult","Buffalo Creek Ball Park",,"27.578355","-82.483695",,,,"2012-05-15_G1BP_G4BP"
"Anopheles crucians","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"22","female","adult","Buffalo Creek Ball Park",,"27.578355","-82.483695",,,,"2012-05-15_G1BP_G4BP"
"Anopheles quadrimaculatus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"6","female","adult","Buffalo Creek Ball Park",,"27.578355","-82.483695",,,,"2012-05-15_G1BP_G4BP"
"Culex erraticus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-15",,"2012-05-16",,"34","female","adult","Buffalo Creek Ball Park",,"27.578355","-82.483695",,,,"2012-05-15_G1BP_G4BP"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"4","female","adult","Fielding",,"27.529167","-82.588117",,,,"2012-05-21_B4_B12"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"12","female","adult","Fielding",,"27.529167","-82.588117",,,,"2012-05-21_B4_B12"
"Aedes aegypti","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"12","female","adult","Fielding",,"27.529167","-82.588117",,,,"2012-05-21_B4_B12"
"Culex erraticus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"14","female","adult","Fielding",,"27.529167","-82.588117",,,,"2012-05-21_B4_B12"
"Culex quinquefasciatus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"1","female","adult","Fielding",,"27.529167","-82.588117",,,,"2012-05-21_B4_B12"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"26","female","adult","Highland Shores",,"27.516317","-82.537735",,,,"2012-05-21_B4HS_G1"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"30","female","adult","Highland Shores",,"27.516317","-82.537735",,,,"2012-05-21_B4HS_G1"
"Coquillettidia perturbans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"1","female","adult","Highland Shores",,"27.516317","-82.537735",,,,"2012-05-21_B4HS_G1"
"Anopheles crucians","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"4","female","adult","Highland Shores",,"27.516317","-82.537735",,,,"2012-05-21_B4HS_G1"
"Anopheles quadrimaculatus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"2","female","adult","Highland Shores",,"27.516317","-82.537735",,,,"2012-05-21_B4HS_G1"
"Aedes aegypti","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"10","female","adult","Highland Shores",,"27.516317","-82.537735",,,,"2012-05-21_B4HS_G1"
"Culex coronator","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"6","female","adult","Highland Shores",,"27.516317","-82.537735",,,,"2012-05-21_B4HS_G1"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"2","female","adult","Orbans",,"27.50312","-82.65739",,,,"2012-05-21_C1_C1"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"7","female","adult","Orbans",,"27.50312","-82.65739",,,,"2012-05-21_C1_C1"
"Psorophora columbiae","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"3","female","adult","Orbans",,"27.50312","-82.65739",,,,"2012-05-21_C1_C1"
"Anopheles quadrimaculatus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"2","female","adult","Orbans",,"27.50312","-82.65739",,,,"2012-05-21_C1_C1"
"Culex erraticus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"1","female","adult","Orbans",,"27.50312","-82.65739",,,,"2012-05-21_C1_C1"
"Culex quinquefasciatus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"1","female","adult","Orbans",,"27.50312","-82.65739",,,,"2012-05-21_C1_C1"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"3","female","adult","Manatee HS",,"27.48887","-82.59214",,,,"2012-05-21_D1_C3"
"Aedes aegypti","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"3","female","adult","Manatee HS",,"27.48887","-82.59214",,,,"2012-05-21_D1_C3"
"Aedes taeniorhynchus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"3","female","adult","St Stephens",,"27.499288","-82.600544",,,,"2012-05-21_D1ST_D1ST"
"Anopheles crucians","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"1","female","adult","St Stephens",,"27.499288","-82.600544",,,,"2012-05-21_D1ST_D1ST"
"Aedes aegypti","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"2","female","adult","St Stephens",,"27.499288","-82.600544",,,,"2012-05-21_D1ST_D1ST"
"Culex salinarius","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"2","female","adult","St Stephens",,"27.499288","-82.600544",,,,"2012-05-21_D1ST_D1ST"
"Culex coronator","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"1","female","adult","St Stephens",,"27.499288","-82.600544",,,,"2012-05-21_D1ST_D1ST"
"Culex nigripalpus","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"19","female","adult","Samoset",,"27.46947","-82.52402",,,,"2012-05-21_D2S_F1S"
"Coquillettidia perturbans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"3","female","adult","Samoset",,"27.46947","-82.52402",,,,"2012-05-21_D2S_F1S"
"Culex coronator","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"18","female","adult","Samoset",,"27.46947","-82.52402",,,,"2012-05-21_D2S_F1S"
"Coquillettidia perturbans","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"6","female","adult","Mullins",,"27.439449","-82.548928",,,,"2012-05-21_D3_D8"
"Anopheles crucians","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"2","female","adult","Mullins",,"27.439449","-82.548928",,,,"2012-05-21_D3_D8"
"Culex coronator","Manatee County;Florida;United States of America",,,,"SPECIES_MORPHO",,,"LIGHT;CO2","CDC_LIGHT",,,"2012-05-21",,"2012-05-22",,"21","female","adult","Mullins",,"27.439449","-82.548928",,,,"2012-05-21_D3_D8"
